problem_id,decision_ordinal,probe_type,expected_mask,expected_pos,expected_structural_eligible,source_snapshot_id,source_pair_id,offline_delta_J_ms_per_token,offline_binary_label_C,offline_sim_score,trajectory_position,transition_row_in_problem
392,15,structural_probe,0.8333333333333334,0.25,True,11227,361,2.7596992492675767,0,0.3335636483975134,47,3
392,44,structural_probe,0.2857142857142857,0.125,True,11281,362,7.176015853881836,0,0.2957442804892731,47,4
392,65,structural_probe,1.0,0.75,True,11334,364,15.640512466430664,0,0.2566462709535516,47,6
392,68,structural_probe,0.6666666666666666,0.625,True,11337,365,3.940608024597168,0,0.188626288337573,47,7
392,81,structural_probe,0.4,0.375,True,11353,366,3.0006912231445284,0,0.267694944264918,47,8
392,108,structural_probe,0.6,0.375,True,11388,367,7.573247909545898,0,0.2685146364954917,47,9
392,109,structural_probe,0.875,0.0,True,11392,368,7.75977611541748,0,0.4962133676732526,47,10
392,122,structural_probe,0.5,0.0,True,11415,369,15.393728256225586,0,0.3990712329057431,47,11
392,157,structural_probe,0.4,0.6875,True,11463,370,1.5611904144287116,0,0.1109970552676234,47,12
297,3,structural_probe,0.5,0.25,True,25313,697,2.178352038065592,0,0.215082638841312,48,0
297,9,structural_probe,0.5714285714285714,0.125,True,25320,698,1.870258331298828,0,0.2546154967685499,48,1
297,19,structural_probe,0.5,0.0,True,25332,699,6.584959983825684,0,0.2686103245191684,48,2
297,28,structural_probe,0.375,0.0,True,25355,701,2.249813397725422,0,0.28417327418407,48,3
297,37,structural_probe,0.75,0.5,True,25379,702,6.88267183303833,0,0.1757867316648289,48,4
297,50,structural_probe,0.75,0.5,True,25398,703,6.926271915435791,0,0.1568258012518749,48,5
297,59,structural_probe,0.6,0.375,True,25417,704,13.99459171295166,0,0.1912995785155238,48,6
297,66,structural_probe,0.2857142857142857,0.0,True,25460,706,-8.293027647903987,1,0.2687248347666335,48,7
251,3,structural_probe,0.3333333333333333,0.25,True,7298,263,2.189738591512043,0,0.1793179811830098,49,0
251,5,structural_probe,0.5,0.0,True,7300,264,13.208352088928224,0,0.2631783104586968,49,1
251,8,structural_probe,0.8571428571428571,0.0,True,7305,265,6.58081579208374,0,0.2838962257156469,49,2
251,30,structural_probe,0.5,0.5,True,7333,266,13.352288246154783,0,0.1311467535055015,49,3
251,56,structural_probe,0.875,0.0,True,7368,267,13.787487983703612,0,0.2885650651192329,49,4
251,60,structural_probe,0.6666666666666666,0.625,True,7373,268,13.56009578704834,0,0.1107058111082253,49,5
251,64,structural_probe,0.8571428571428571,0.125,True,7378,269,6.856815814971924,0,0.2628068959321251,49,6
251,93,structural_probe,0.8,0.375,True,7430,270,-3.833647578023374,1,0.1561644696375863,49,7
251,101,structural_probe,0.25,0.0,True,7445,271,7.02129602432251,0,0.2317254419311201,49,8
251,107,structural_probe,0.5,0.625,True,7470,272,3.6063199043273926,0,0.0844365471135902,49,9
251,121,structural_probe,0.7142857142857143,0.125,True,7494,273,3.6679999828338623,0,0.2465751286253508,49,10
251,138,structural_probe,0.375,0.0,True,7519,275,14.831583976745604,0,0.2459719821726279,49,11
